96500 98888
2 705434667 776211760
1 88292074 13687641
1 47325635 832998055
1 465141208 580786354
2 142590566 720871288
2 630875054 783245917
2 369047052 434009006
1 775153810 19776899
1 182814228 302609717
2 814214569 531441077
1 18996136 878951505
1 831389353 277743420
1 296607095 765900978
1 251570282 539407209
1 387274184 41760078
2 243690634 250149387
1 460667768 764629341
2 568024065 215649540
1 393410863 747203906
1 187205391 297463682
1 681913860 598999559
1 192397372 659742469
1 557352890 106354016
1 53220900 130469148
2 627085935 731053716
2 60829812 750391468
1 183373098 312624641
2 709808018 264678019
1 714126728 41814413
1 855825612 15593278
1 639996287 819491433
2 379242751 994430339
1 546575362 504550915
1 90657382 905692129
2 139243152 295459012
1 987378460 56615429
1 270814153 848600056
2 132954930 983494208
2 965165112 231546524
1 329718777 868654357
1 983996873 56857542
2 981622117 153544165
2 125054476 990044875
2 42901364 636203003
1 78391366 554686260
1 618784399 439070150
1 796046898 337093876
1 816012570 685672826
1 139758949 729029672
1 479152842 851117822
2 621584393 253929074
2 587425030 663132529
1 544623943 919306487
2 987806236 656312073
1 889221991 815303264
1 26766100 33760477
1 319423571 635818875
1 24728299 937156000
1 134436895 121076199
1 194877250 182357653
1 8813227 740513124
1 906122550 395156973
1 732152563 206829031
1 561640768 305759211
1 993223873 723245380
1 223987861 818125214
1 158300779 976437667
2 257740450 369227151
1 642702265 847202023
2 463503967 187985700
1 695164183 313384001
1 18255227 518417246
1 877140575 419385948
1 100764999 778697866
1 987375116 412821
1 820146010 289438555
1 704490966 302319651
2 747152937 62528150
2 483589856 262084475
1 318177511 375146347
2 534095163 848738659
2 968076456 917864898
1 375117820 386191726
1 938947939 188172617
1 88336374 196711250
2 563104836 935524901
1 494768577 518792455
2 77444931 241865235
2 87246069 760834429
2 165345719 121660015
2 598212552 787409857
2 204167860 917838761
1 368313093 983261975
1 73629004 325068134
1 42286809 690290284
1 287930437 966197968
2 329596711 964574742
2 439399806 943761056
1 115411181 123942982
1 135631151 511078899
1 21006862 313485035
1 257446899 877966435
1 143896818 407233604
2 133291667 200582026
1 396170586 239733202
1 598557637 144802511
1 338621109 373314413
1 360743893 676274170
1 74075954 247022196
1 610116613 142983913
1 23804476 88343299
1 317248597 942757925
1 756144565 860964656
1 423455766 53231582
1 500678374 853481450
1 638637100 450471994
1 527293923 356931270
2 664152227 579460661
1 425751058 975498580
1 181114945 807531394
1 215677499 732308135
1 681068391 628609027
1 39530596 818280049
2 561524892 151209857
1 290392323 540926677
1 682293931 544401915
2 632096154 831437147
1 636609862 738421280
1 909210973 408169737
1 841723145 366115226
2 379549849 67880553
1 24478382 677263206
1 231905806 105545784
1 561628971 107487032
2 259542050 376925871
1 91872278 849612731
1 889090206 747876416
2 213496761 587866568
1 167577236 119544235
1 859708831 856345601
2 518983167 618997302
1 246603570 22762280
1 70808667 961282987
1 70442341 660935690
1 648145164 131692342
2 435390693 927570500
2 128885580 516426884
1 434207730 579885604
1 559554153 388737836
1 554409723 32670128
2 806324540 274731210
1 804878309 383225488
1 418269125 135207244
1 61282853 774716967
1 593054051 987829430
1 611871064 565270812
1 978259968 480480744
1 668174278 813100183
1 311304414 616100584
1 507319904 15547938
1 112124499 926274852
1 832976497 390090286
1 851638603 511493366
2 29083352 325109195
1 199308551 497305915
2 192443395 285767383
1 37838144 83505274
2 393881337 419030905
1 182180003 380608377
2 127432425 715570916
1 181587179 154433644
1 192877100 132596377
1 621790239 773120571
2 884034036 313668037
1 714097460 342885715
1 153173119 340696858
1 276266025 343437361
1 785989359 744222594
1 94695152 256037237
1 798018576 55809895
1 925855013 178697329
2 867050124 834889173
1 653400916 625308101
2 410273645 692139576
1 961487748 703115539
1 737636697 829850926
1 632645089 674474526
1 663466085 139395371
1 979770117 884729801
1 274628002 730472211
1 7871933 745548973
1 848616563 52653192
1 504720188 64772644
2 3113170 576419240
1 34211860 620597271
1 69857819 219787602
1 60925273 768847339
1 148872309 71427186
1 435717500 184786230
1 90606233 839009464
1 577479197 214263186
1 524958343 905027503
1 207272959 418146479
1 77718157 124964479
1 967346102 734728524
1 162821085 639809317
1 840889939 247323866
1 619885836 978074055
1 792971736 985432248
1 573094786 539911507
1 910154288 437100835
2 67497696 562411056
1 716190962 375656899
2 278141032 437403883
1 633619934 26308912
1 814466864 683817270
1 407803513 333325414
1 788062361 77945209
1 833689261 632096599
1 435472879 161386955
1 513306458 699829607
1 249580557 457837486
1 817405468 680810817
2 26031630 574425069
1 372399204 146074270
2 124409352 91885464
1 496943266 354547057
1 747225612 929471806
1 79484439 953116417
1 719664058 765922902
1 896091410 305511459
1 222458544 884698159
1 19737958 23378468
2 244946352 87186765
1 479872447 415122244
1 992766053 264094159
1 151888024 216941663
1 89032265 362154474
1 22442320 23928946
1 351706234 44656872
1 976256754 172201398
1 324801089 28472149
1 80490640 684467448
1 356305454 241357542
2 793532983 35397411
1 627281744 727048285
1 605981984 371751014
1 568450668 943115220
1 313794314 868682013
2 573975431 101505071
2 434135299 155516365
1 443464019 177007174
1 329493922 591505088
1 202110739 703544466
1 131364297 226550563
1 60744714 320149382
1 253446691 11442214
1 733777913 399777648
1 217617403 124019958
1 223541489 112907020
1 760512411 902403311
1 163957094 198338335
1 71005637 538316974
2 478993162 669364778
2 78525872 22350024
1 17693473 21457425
1 787942075 558287123
1 969369900 388963158
1 322135115 111582296
2 191729532 965752402
1 139314964 147898227
1 395597888 997311082
2 754382247 951952019
1 142504417 65943623
2 669084661 81521735
1 826777543 76464042
1 55498688 197019927
1 897021268 901249336
1 478754096 946349810
1 62168134 621249205
1 668727383 519201330
1 486824016 931520420
1 410882235 183293471
2 624407280 453550649
1 387314898 578556629
1 631846448 136617121
1 973166618 568871752
1 297156008 401547181
1 358693917 582065890
2 555172237 756319622
2 444863208 425361649
1 317601655 79647721
1 109487334 907620706
2 608479218 393089912
1 215200569 306480213
1 11105538 612678455
1 747348199 842307868
1 916212621 120750735
1 900295595 891266981
1 699601580 730787735
1 567052321 63417308
1 526101536 791319431
1 742930154 750153198
1 238258142 140569517
1 744174392 394246216
1 507778859 139270035
1 769918731 435138742
1 720662933 167124429
2 886598466 464370107
2 620459891 681776783
1 92735697 683215404
2 452401739 423916993
2 629270780 590016563
1 427761156 399477314
1 637658972 190943874
1 123031692 352852539
1 425771401 317403381
2 780411947 346455931
1 831420057 793785548
1 523838087 611259156
1 85906989 522731917
1 638196497 635191961
1 587906438 164222197
1 504435889 581526645
1 352090589 62060416
1 296819282 37160593
2 449486423 818324862
1 16206428 443990805
1 956926949 566199460
1 323397812 858894305
1 275870066 131005389
1 223112988 353541654
1 394356557 816118857
1 669389950 917546664
2 812190974 880618264
1 692648934 634761929
1 296673861 888037140
1 703836697 43438803
1 449625043 627555
1 37171614 618553799
1 219797845 263486653
2 468947964 136425036
1 344234719 24955793
1 52446658 441159245
2 657579188 982565254
2 467052626 700755397
1 41755195 138366952
2 64500358 164232327
1 383006808 186931997
1 206308630 36033083
1 81173003 622545576
1 183295028 147985798
1 478945438 660246088
1 405583506 528889764
1 563628353 144340532
1 991824234 821832824
1 916440239 651359167
2 552164179 946517766
1 811428843 163405851
1 758830595 907914279
1 486241343 82974966
1 378814777 243922262
2 766000120 792531653
2 436811177 31841324
1 709764637 890078621
1 478944262 847502478
1 863229175 40708740
1 941384749 134427572
1 659293421 521886805
1 127735200 947816556
1 733824073 382610190
1 244032704 911374005
1 1551769 896734975
1 655591794 940172648
1 575801706 730937938
1 669911253 734646528
2 773473459 49910122
1 423058193 20694534
1 491802855 66026682
1 521947877 700249322
1 71531016 216900748
1 678654748 657678997
1 539235337 340297197
1 606029037 808065716
1 55064412 488077783
1 345329347 449520835
1 80904607 199559876
1 791711680 282507526
1 530437633 860679134
1 261294003 757228884
1 115570952 868751954
2 325813340 654484108
1 21153915 637521159
1 320679010 615650747
2 443612128 518791490
1 219252815 47607100
1 976206824 126006466
1 88520881 150236752
1 427477342 278887779
1 574076328 649797303
1 100270794 62529019
1 141445479 595725480
1 263909120 966848785
1 391156415 511402016
1 386036718 571021839
1 467811908 370084667
2 430323901 521859589
1 125331029 904630343
1 178066693 115167558
1 282399028 341603726
1 158576468 960470327
2 839072549 914704841
1 572286176 627483697
2 286936954 94093294
1 657566725 566078191
1 651527292 200080591
1 838629933 918108670
2 560928829 870597251
1 632218407 738659671
1 674092706 499871817
2 658100246 150052472
1 892194902 388894560
1 829951094 81749593
1 692196301 617293686
2 503259416 490402826
1 374444397 159894669
1 513914168 176193342
1 57061104 41246944
2 145508180 719590974
1 495881655 46425225
1 496541216 39743648
1 489981739 316279706
1 65473190 334750575
1 462037725 167176523
1 139339817 127129089
1 684793812 964734011
2 47464620 459908812
1 885557799 153749014
2 495537651 559717291
2 952677281 8989735
2 842311632 312376578
1 603480458 130792825
1 944538319 449387387
1 104331846 158679770
1 240588152 847010
1 232502960 404494827
2 4507402 593977769
1 19649394 120840476
1 159716105 141501632
1 100798979 349799726
1 846735284 853273166
1 173351243 526515769
1 760774452 11559104
1 249630087 497309618
1 681201517 718574062
2 573097064 371176431
1 906494761 1434887
1 319004117 383011507
1 304224965 743401826
1 919057817 547836026
2 268826541 9564946
1 272475538 61231762
1 461910272 965536177
1 203557102 242763643
1 378249083 473721439
1 913161785 591979033
1 655960417 338663399
1 922358353 539874825
1 69114409 610197614
1 21767418 565752914
1 185278861 130528677
1 991780482 86492960
1 392332516 950778700
1 761929895 310758204
1 721214234 842905748
2 821597237 57890627
1 371444452 131942935
2 784596608 958576654
1 95951366 480346621
1 454300189 118911438
1 465892717 326496235
1 572253655 80903250
2 199570652 607470128
1 356653 699299677
1 943422933 30447708
1 967831092 296020866
2 216962088 54580410
2 874771348 608998474
1 542290162 350154866
1 248132022 734629858
1 342710500 177210824
2 76947747 61585491
2 190099694 342868900
1 565688348 406938145
1 390601548 775686935
2 549306294 951663383
1 980676055 285465660
1 89266253 147307143
1 116482903 370548304
1 969648572 777636168
1 421663969 3270461
1 750147670 2881800
2 898812473 734239291
1 964462459 513980857
2 166878858 119323424
2 572581843 508813094
1 68114650 780095855
1 965333358 118794821
1 141477900 140625227
1 295025294 743353913
1 124395874 12844365
1 392720420 27830287
2 463943893 784865972
1 30910177 402259421
1 377088835 300786126
1 849752111 810455605
1 746114370 580180335
1 286103793 330563318
2 483881333 865971120
2 547606405 298916371
1 603705073 758413483
1 418632727 803815117
2 215949019 777481
1 588903537 97100983
1 753806239 8403798
1 616874231 901636348
1 147249419 919823789
1 474304319 966370347
1 86332004 869003012
1 189471090 869844776
1 13087062 910919040
2 501298035 530705642
1 959807660 737669003
1 385604108 890080157
1 569230032 9500439
2 572922409 583233493
2 374889536 844389832
1 786405178 142957939
1 200930774 199225534
2 487838288 5542170
2 682152742 318922039
1 288852258 72352917
2 434274459 346894838
1 522140649 792684679
1 103381352 9091219
1 108724509 410196322
1 93433243 521969144
2 461881954 489595551
1 853868394 125863635
1 334059987 23948251
1 235371963 231704367
1 14967670 892000147
1 80024045 432339871
2 75047633 545645620
1 231869898 502040028
1 116601738 658798011
1 429619788 779755702
1 715330818 951602220
2 452961583 95796866
1 856901805 716278431
2 399222523 787009411
1 674228884 641131816
1 274915881 273887270
1 802890719 190055063
1 315183653 242477400
2 869826420 44434389
2 144362942 444423662
1 69374103 679907378
1 383708858 894363043
1 16213915 569824814
2 423032421 380523108
1 69493843 337872489
2 44350925 229170966
2 92234807 293165271
2 968296426 526954816
1 35877094 129371207
1 205507013 595641693
2 74978391 174873904
1 458756938 654542814
1 304363092 124440090
2 418623032 640871252
2 88689206 831791380
1 998404078 887604935
1 81658249 188140510
1 171510848 452746640
1 627828247 115168196
1 112981542 505232446
1 955633828 307551283
1 87513562 607116917
1 872905381 459945810
1 409357516 327145002
1 72690435 375903058
1 37400574 964695803
1 338477003 98808518
1 948678691 169659240
1 360026913 510893192
1 280433252 308039777
1 990060583 37900103
1 11490463 994167058
1 141653461 796311660
1 921298462 906155964
1 466645139 294572329
1 298886297 210721924
1 17343175 14923389
1 554405142 748655839
1 306073060 946584855
2 250224229 745635977
1 374840644 377167057
2 248576517 762806382
1 886776274 512326938
1 495383818 121729707
1 880673811 27446353
1 523387957 281353765
1 165395805 963455417
2 131148115 681125561
1 900264250 364451566
1 883242590 44220644
1 122484489 745946306
1 353917025 901220632
1 514905036 442821220
1 764497999 316187770
1 100687814 42976062
1 297605966 374056699
1 775097321 217849923
1 347345432 974123078
1 127416657 450558140
1 355406473 164569404
1 162573295 563148659
1 308843392 262914545
1 546117246 40424822
1 750472865 818961802
2 326391534 989277500
1 450544522 274441932
2 522602920 972138788
1 22281917 268497950
2 996377528 39633790
1 155329083 423266876
1 731889852 879391126
1 345974913 207625293
1 726140520 887132317
1 650345899 464739841
1 604485459 634954034
1 440106963 944046873
1 241014838 375202602
1 107687022 360042911
1 321192383 653976170
1 92997881 794774598
1 796284942 835910668
1 760201852 332310561
1 673710641 520956303
1 59495578 800757100
2 662015301 171367378
2 11124244 134091619
1 86916373 100558207
1 890679883 695773991
1 76293486 802839099
1 988870502 570582981
1 585992988 424144174
1 77543384 542059737
2 817729827 482840167
2 275298214 50285638
1 898848923 199370794
1 565017635 78704411
1 300756551 786331266
1 332775473 702936501
1 481340249 107645272
1 270831505 347256542
1 280095143 67892755
1 76213245 454228612
1 5364166 547181944
1 650994226 623753495
1 169370970 202060515
1 767371728 577332261
2 672458977 604570856
1 373792433 939753956
1 655775112 519209558
2 115866734 190487665
1 570849827 463591240
1 977779322 992198010
1 364620933 58670971
1 618240276 31413124
1 291970793 152984556
1 249761694 561744820
1 573050207 938155901
1 631715569 84417415
2 107081575 128734839
1 102443646 74430584
1 144029782 287454483
2 61898262 942004286
1 433410694 69003434
1 177474393 104821115
1 941610724 637422103
1 471781640 517377334
1 629071840 748420699
1 745224910 870433066
1 490301954 610187339
1 986474687 899288147
1 938990436 547914627
2 272446857 579190195
2 353280696 943857364
2 271368030 774697629
1 592534021 630598386
1 95040779 770022932
1 940516121 774803727
1 369724891 89030844
2 251149244 52956131
1 345811343 753471597
1 947567228 23674844
1 319402164 276031426
1 502605813 242715440
1 577590680 940474320
1 843074263 245013913
1 694686065 867589363
1 80320656 768008585
1 172231615 681775727
1 299099686 856688622
1 306664920 949536218
2 884518511 13788421
2 474589551 465297277
1 693901559 212793834
1 547316456 75215891
1 168628419 606907740
1 867739677 332283140
1 893422541 546986763
1 37125071 629284176
2 341178568 199833464
1 136130503 313753375
1 82959047 14289535
1 777030604 498282599
2 184371138 54297392
2 283371063 646210442
1 770654698 919634229
1 823358177 943743218
1 318555381 76535074
2 57635252 953534145
2 756526621 839728907
1 450595306 127968620
2 793923821 161760736
1 213364525 512859763
1 831048601 993175497
1 243459877 873805204
1 722600055 512079178
1 227194472 24545116
1 883740378 27630394
1 119078943 52519644
1 197909938 967642410
1 5213580 370788111
1 127561030 168025013
1 208489451 181869631
1 130634103 277555396
1 883430370 905271810
1 193486893 436947671
1 688943133 982895354
1 114241950 800030388
1 778127907 613301297
1 156154441 262673253
1 511807671 72498840
1 736324449 604240329
1 131133993 443777107
1 486446834 241694909
1 579095930 262385884
1 71281554 319160208
1 76185287 131822153
1 546666107 675197061
1 231654937 36674148
2 665623560 892855697
1 104676392 299992029
1 211327049 983244052
2 36180803 938841076
1 499279622 966976703
1 807660739 902886264
1 239244422 891613370
1 221219180 529543881
1 93054123 31023754
1 106805381 367666731
1 530586187 2921143
1 94660655 262203314
1 237370682 611919895
1 400727936 318681938
1 835078827 364212244
1 286872489 365135108
1 30225484 986547474
1 656470206 316752534
1 527082197 93419682
2 36126936 240519829
1 668366859 902325403
1 802119622 115129666
1 321349887 799157182
1 212613222 125117193
1 241020952 684982022
1 196953538 925813139
1 155221047 400484402
1 912505794 304156531
2 31231564 715864858
1 373464646 873088788
1 363534680 336391045
2 22480507 20242924
1 578062681 76439117
1 118759393 769788666
1 302416192 408125073
2 833627934 601373710
1 419164341 941695605
1 277040430 473960314
2 797147109 648470977
1 285152051 514504700
2 795491394 738156383
1 143336205 722429148
1 775753412 714374547
2 756977394 618914708
1 895712319 169558541
1 260763188 425755767
1 890595746 74662010
1 711306529 680348632
1 471391930 616993727
1 317373493 894401350
1 932927289 930839476
1 695188969 375457234
1 220570608 573433934
1 697061109 982764578
2 837327256 291831379
1 531708997 753657412
1 130696672 329152579
1 743985041 506791253
2 316600761 437491439
1 467358879 552982274
1 746260335 92951865
1 866267295 208278983
1 590272035 120621683
1 824475144 389254764
1 769347030 209473201
1 455940486 563074284
1 44717618 97212923
1 336477224 848261217
1 540758645 379752411
2 397229915 864006529
2 952235856 972872926
1 90739594 932924144
1 181723654 300685322
2 700427488 726921609
1 598796785 662174231
2 834613032 771025198
1 316897299 333459733
1 532510432 131452153
1 586151950 741313439
1 493986165 253695853
1 783217020 601182677
1 601451104 176157077
1 896599473 254591712
1 451832078 232537732
1 150913579 226335146
1 39168626 970079778
1 995788130 871039839
1 732245420 412971561
1 503175534 873576630
1 468365831 89933940
1 788709371 214824044
2 262141043 108528282
1 969782756 885383009
1 732090071 96988212
2 362437211 218582385
1 273724608 372493360
2 751449860 59447591
1 661606535 743688157
1 515498628 36408798
2 934963462 586039313
1 300920296 243426187
1 459786489 985358717
1 347394351 796304711
1 108293683 966259750
1 923278424 971122593
2 90715075 82359802
1 16450404 249528143
1 20812747 907488015
2 864788897 337668983
2 318627310 492467199
2 499690953 644787301
1 158585048 104674387
1 40215388 235655889
2 863227223 7901476
1 66821578 522271221
1 782407746 884616441
1 9061779 977464363
1 946944051 287357240
1 624625015 965539147
1 943871466 979007251
1 800284643 693913740
1 120454194 189538015
1 562954818 916161091
2 366092282 165313497
1 908593680 770744521
2 107680966 258259719
1 437518967 397271041
1 56850571 4807529
1 37423365 909270631
2 650228074 631938713
1 181242997 812217711
1 727592516 875530394
1 28375949 966183787
1 605092297 451167134
1 69616561 814436759
2 9696285 904188470
1 184379897 847004836
1 447415290 14025814
1 182119858 517235009
2 380613402 763146648
1 536780082 84037127
1 734063744 908771971
1 129972241 38542644
1 917581026 704234875
1 698185316 342937382
1 810445354 459270335
1 55128027 971297932
2 295601561 838738794
1 9600155 874488716
1 292707231 438374718
1 682777302 78483724
1 988269251 202775659
1 755136588 745259324
1 154686015 352641235
2 436241423 400425503
1 106111899 449732992
2 48722707 691267042
1 548226619 132918481
1 602201556 111123381
1 605738688 223137367
1 518850618 184224837
1 245573444 682282352
2 11888231 882497824
1 739713459 374251508
2 534872551 29396893
1 916261627 3932352
1 898977604 214628714
2 669096244 276197216
1 58210911 245721792
2 346649825 20474464
1 520368781 77670261
1 337398939 100118271
2 443220415 732227109
1 29699807 741428723
1 928568773 691705062
1 938988047 507762704
1 116888942 190868345
1 152499269 107223212
2 616869064 814794579
1 837963763 252186293
1 696666652 795576720
1 100921186 817775619
2 566581083 585771183
2 653188452 994887878
1 981200172 297344069
1 637620638 546664336
1 318968665 580148321
2 177119824 440547226
1 461679545 382674782
1 171698364 309360758
2 815940779 479081489
1 866283368 832922963
1 837171883 34982437
1 830727549 246726896
2 683834498 21412789
2 406666412 549421730
1 569422741 100876955
1 457033202 600999273
1 98936572 674622826
1 779390756 717673039
1 651139647 127382017
1 643673677 141337978
1 629384455 707573710
1 943086994 679288229
2 331461084 293858470
2 367080059 941517429
1 541309345 45432723
1 77110551 64391516
1 574087349 835027250
1 82913111 596748252
1 314350333 476275111
1 392817061 504591927
1 291293805 659749122
1 816993362 196996216
2 127887222 562388085
1 672827417 354490995
2 856781988 57019181
1 201092714 773467467
1 46645694 728605059
2 72901449 188974553
1 847114643 432203869
1 51230801 481087116
1 614139703 39580839
2 339467803 718798589
1 418745953 352299430
2 996009745 93734428
2 20379243 857015806
2 434817797 888842016
1 703712120 890135389
2 773487345 283292124
1 143547547 772465426
2 495238967 627681175
2 898944504 12822083
1 246344395 754753927
1 322012509 405448323
1 318074002 575932809
1 57518836 937392658
1 143467274 216295693
1 397884842 133946383
1 506655578 587639091
1 551045997 480585715
1 230786445 472314633
1 284479983 956476059
1 456882676 573097507
1 297743641 333455355
1 113898146 316683854
1 494247875 150267107
1 61458266 136926102
1 895107194 736640901
1 968158755 153580544
1 435403305 346561806
1 201103327 597335089
2 831852169 820862413
1 377704215 113080973
1 149243890 81159534
2 265061351 798020957
1 543695040 132597873
2 150484284 601108669
1 926526657 522578380
1 815625596 831273171
1 549961981 441397979
2 822190860 297494153
2 870768963 705885414
1 86078004 456518797
1 32218233 911920143
1 538856945 423113794
2 586538426 794364630
1 186551032 830048782
1 793598058 774607867
2 81206248 974272869
1 814589939 604855148
2 676301576 117127908
1 503560758 112606879
1 703738698 189348188
1 800528485 290177518
1 63909223 380487461
1 77629876 202752203
1 2747039 865306464
1 38760494 553056195
2 615641883 309894913
1 194012024 672889800
1 213167272 699617308
1 517535581 911739517
1 921052980 75307284
2 528139689 686818550
1 141439443 55804919
1 930804774 410446801
2 760162641 673291284
2 587191554 241090113
1 752418681 517058031
1 895298040 649222329
1 364674878 172346008
1 476662228 941041264
2 205115458 457227749
2 984929943 706579503
2 247140876 463329634
1 510119181 818356243
1 252053317 422346935
1 722522072 201418897
1 432967541 210865551
1 681388527 714167485
1 39025812 717288527
1 956094125 601312021
1 793287702 207926938
1 423926623 376990593
2 619203981 48533883
2 638498798 66492505
1 384323690 844931301
1 309179195 257283203
1 964239986 69844440
1 633216323 685269776
2 631162498 171866284
2 833403946 924753266
1 710764045 507259701
1 487199820 12228729
1 71166788 537771693
1 357324268 184695264
1 396389218 412292510
1 97147686 112060391
1 84344134 818610274
1 10898342 70797508
1 306460583 810211553
1 616681416 601456868
2 479753314 560337560
2 857071343 625241372
1 583352843 148383746
1 907832275 858712568
1 815607735 324061922
1 255138706 384367261
1 744290096 191399697
1 706502629 545579918
1 744221121 972599097
1 241778819 537550809
1 924340573 495308013
1 29947397 607706559
2 619462083 91486903
1 16867716 27861408
1 110706523 362167268
1 795800125 484547359
1 832818702 678491946
1 824915691 996572183
1 453474267 915520844
2 758198014 659038578
1 827803950 147417315
1 179192726 713051366
1 415770545 736741055
2 737234359 510207101
1 203615238 12833973
1 520078261 489867915
2 353413125 22107920
1 394231939 869147778
1 617761650 784101952
2 262688920 579278786
2 491126364 581144327
1 92414554 373710875
1 98169045 659698419
1 882921641 944998095
1 463439182 99144205
1 929672822 67587429
1 436531402 979135262
2 409736196 249168821
2 263967024 585536244
1 887806882 653886418
2 258938951 185080635
1 72021520 77888310
1 42110558 230028443
1 600739967 108979400
1 107031805 85229027
1 497170184 873390589
1 562892359 866412678
1 608419293 533414084
1 969112204 145812358
1 733563225 293505148
1 97130853 976631807
1 860171518 835770000
1 421795961 281197780
1 25702522 338074207
1 895575692 227773621
2 652190443 608241213
1 751351196 548685390
1 568171560 192609289
1 827267808 873896956
1 718957824 426644877
1 951750192 607274088
1 20795046 255482239
1 348456015 105317314
1 460086068 370910607
1 811658423 519968195
1 898208217 522948356
2 439184718 476260687
1 746303844 824207628
1 75914680 85719020
1 935800514 976491817
2 913939866 429779449
1 238045815 73978344
1 589683947 974044902
2 64176581 17479582
1 189592343 405755231
1 316964704 111830499
1 42402659 489897587
1 22880048 145393923
1 87784462 72187345
2 488695044 165633311
1 798368206 696611786
2 127215583 11569647
1 666398388 823466589
1 868362294 59188824
2 289741491 339811488
1 418035679 152142547
1 246633585 527224385
1 983635802 637809608
1 199243337 755759286
1 823425326 717811392
1 41856438 692474406
1 526845597 411850776
1 565331208 53958528
1 219228141 278406113
1 664767309 534230669
1 506825305 85735711
1 163539925 983934962
1 549144386 377959274
1 954547104 15828769
1 565409074 215168743
1 141957467 817794630
1 686975158 912372812
1 708553205 649872398
1 43076547 871493546
1 213437667 742157357
2 723969218 108303024
1 485709796 739199125
1 932442926 25580054
1 554225725 28161614
2 508465762 739609099
2 249508200 596238456
1 828158819 816733304
1 975357936 98152801
1 45314719 40766126
2 97078332 655437851
1 706557348 672263573
1 255866080 871923844
1 26228022 580218119
1 29739255 611452681
1 764751682 491892079
1 164934459 799547783
1 72495822 814052505
1 18857490 696211830
1 423711562 264449082
1 693145009 736864935
1 832499778 760787219
1 382288299 995853116
1 724316596 651717776
1 915103830 665169574
2 82529628 594000412
1 752928088 488726892
2 122984334 911411702
2 99607849 12335708
2 68359656 16987247
1 926339295 521068893
1 407521254 677344273
1 342235692 787047356
1 106670012 447025017
1 106340626 146464034
1 775709709 127341873
1 285828309 788449602
1 523510246 189181341
2 636222808 675655643
1 775257651 765032586
1 779650060 780828073
1 687228482 875021986
1 628322646 834597601
1 220412879 862944856
1 391060665 49615413
1 83407418 107609991
1 733177263 249092755
1 75564825 855178398
1 20215824 50894898
2 282100436 411113854
2 64795117 237322390
2 552869396 61681650
1 206917382 884414781
1 201568761 184454808
2 288186637 770162652
1 927841835 4454909
1 881709105 40742013
1 204421807 536453627
2 153110942 443171666
1 839380458 440259041
1 302100473 544286781
1 926575120 544117443
2 183613236 53656713
1 745289942 963425890
1 618403004 471415326
1 598782111 622569735
2 947289100 437123420
2 744564771 305873706
1 893134308 790600604
1 620944858 242682564
1 480630667 66602480
1 408842127 609441736
1 212037582 40270301
1 997647411 55204548
1 914174632 435029386
2 762111737 219493051
2 255207253 536436690
1 770831309 385946590
1 696506590 45876911
1 165970094 671090983
1 173907286 927490813
2 139859207 266582231
1 359009544 591841585
1 354789978 540556174
1 370650229 461317434
1 933252988 755390206
1 894618962 120860265
2 469932589 859653304
1 689967442 18587541
2 679663329 636052110
2 488622501 93886757
1 62749225 4732476
1 221159835 532132466
1 238687065 907027437
2 821377659 662410475
2 863007263 251495981
2 452693858 38593732
1 922994098 487422805
1 725297110 744325976
2 468255364 233315071
1 815626723 850214660
1 768010655 223855046
1 321833595 338902950
1 941014582 562503166
1 906956464 378364042
2 424317115 852043765
1 842762705 658130970
1 527170170 779003315
1 331701268 35663664
1 30021343 703033334
1 600467663 827333366
1 351858451 662505766
1 504444577 82050930
1 286951592 694619229
2 273885166 130529441
1 214469535 111915079
2 203353721 119506470
1 880688642 69689548
1 616219357 632587265
1 693937686 819980323
1 17907921 330717667
1 895604193 706789928
1 741582871 581204287
2 797373541 159146307
1 766865416 657681065
1 582498285 463707900
1 96317283 394884121
2 823639728 26298512
1 522059196 778209177
2 144176526 251792175
2 656261880 110384746
1 23815963 635910377
1 269234169 63612732
1 447085166 115104109
1 941432408 787948738
1 358026764 106643654
1 787407356 161199478
1 995268352 518044159
1 101340601 862906092
1 847071646 857036937
1 414765756 236142930
1 498614024 517689352
2 967474148 739313999
1 676253899 315820569
1 514413512 126217009
1 22714587 304953121
2 50885356 531686786
1 751034473 520489223
1 313049880 94398010
1 946001955 633418944
2 10536251 989111503
1 712068514 956633714
2 31323096 899738113
1 934783334 60616733
1 578998868 985569919
1 441736342 411732315
1 47599809 146073179
1 34074214 454664596
1 962099543 602640938
1 369816494 688140240
1 218844845 633306251
2 324883822 64460611
1 415102257 596747943
2 383775083 7406618
1 935602460 795281886
1 504155474 518064103
1 790616929 417401714
2 794338544 689559256
1 11579855 142073333
1 565389481 33352839
1 54471013 104755378
1 542368492 312142107
2 732565789 709467472
1 56701574 648098597
1 195926785 849044644
1 87833618 691330815
1 909413577 872872940
1 841730635 137494587
1 837468912 525160124
1 590809593 919929470
1 878364105 655901835
1 628029307 199416322
1 126039388 925118174
1 813906620 5214597
1 807688329 366591394
2 563169483 229068452
1 401502133 445709035
1 637437619 411126228
1 457632574 84709889
1 544568192 775278008
1 791046954 54897301
1 178044306 738909249
1 848587429 770019476
1 503667798 557123090
1 109013924 979426933
1 197933637 11446434
2 618457444 386388406
1 928936886 436129312
1 96380893 670998813
1 521943184 621374071
1 951750689 261122098
1 442860721 129300992
1 672309334 237004602
1 272368431 408568060
2 132093171 739317646
1 71336442 655705668
2 518955101 147292040
